url,review,rating,label
https://www.daraz.com.np/products/8848-men-fleece-jacket-kfj95757-5a-i103484168-s1024226058.html?search=1,"Color of the jacket was a little dark than this. However, the quality is as expected.",5,1
https://www.daraz.com.np/products/8848-men-fleece-jacket-kfj95757-5a-i103484168-s1024226058.html?search=1,Product is good as expected. It's thin but it is warm.,5,1
https://www.daraz.com.np/products/8848-men-fleece-jacket-kfj95757-5a-i103484168-s1024226058.html?search=1,this is a great product.. well made.. very comfortable,5,1
https://www.daraz.com.np/products/8848-men-fleece-jacket-kfj95757-5a-i103484168-s1024226058.html?search=1,This product is damaged. I need to return it.,1,0
https://www.daraz.com.np/products/8848-men-fleece-jacket-kfj95757-5a-i103484168-s1024226058.html?search=1,Very disappointed. Jacket was discolored ,2,0
https://www.daraz.com.np/products/8848-men-fleece-jacket-kfj95757-5a-i103484168-s1024226058.html?search=1,It was quite perfect and also looks good,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-10a-i105310074-s1027002083.html?search=1,nice product with reasonable price thank you Sarah,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-10a-i105310074-s1027002083.html?search=1,"Little thin but satisfied, it is windproof.",4,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,Ktm cty is good. Products are nice.,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,nice product,4,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,thank you for quick delivery.thanks sherpa out door for providing us this quality of jacket into cheapest price,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,thanks ktm city for good product and reasonable price.. thanks daraz for your on time delivery.,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,Very high quality jacket at reasonable price,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,"good product, can be worn day and night, good for old people, ktm cty is good.",5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,great product,4,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,thank you for quick delivery.thanks sherpa out door for providing us this quality of jacket into cheapest price,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,thanks ktm city for good product and reasonable price.. thanks daraz for your on time delivery.,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-8a-i105096175-s1026976232.html?search=1,Very high quality jacket at reasonable price,5,1
https://www.daraz.com.np/products/ktm-cty-men-fleece-jacket-kfj05772-5a-i103552661-s1024292283.html?search=1,Totally disappointed this time. I'm returning it right back. Size doesn't fit.,1,0
https://www.daraz.com.np/products/ktm-cty-men-fleece-jacket-kfj05772-5a-i103552661-s1024292283.html?search=1,not as expected . little bit thin material . can be used during not too hot not too cold weather .,3,0
https://www.daraz.com.np/products/ktm-cty-men-fleece-jacket-kfj05772-5a-i103552661-s1024292283.html?search=1,Good product,5,1
https://www.daraz.com.np/products/ktm-cty-men-fleece-jacket-kfj05772-5a-i103552661-s1024292283.html?search=1,Totally dissappointed,1,0
https://www.daraz.com.np/products/ktm-cty-men-fleece-jacket-kfj05772-5a-i103552661-s1024292283.html?search=1,not as expected . little bit thin material . can be used during not too hot not too cold weather .,3,0
https://www.daraz.com.np/products/ktm-cty-men-fleece-jacket-kfj05772-5a-i103552661-s1024292283.html?search=1,Nice product,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-11a-i108395437-s1029249129.html?search=1,Nice Jacket,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-11a-i108395437-s1029249129.html?search=1,Product is good but there is two price tag,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-11a-i108395437-s1029249129.html?search=1,its very comfort and light weight. but price is little bit high as product.,4,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-11a-i108395437-s1029249129.html?search=1,its good worth the price,4,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-11a-i108395437-s1029249129.html?search=1,superb,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-5a-i105312024-s1029223522.html?search=1,Nice one. Light and warm. Satisfied,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-5a-i105312024-s1029223522.html?search=1,"size is big, plz send one step below size than xl",5,0
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-5a-i105312024-s1029223522.html?search=1,Its light but it is good,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-5a-i105312024-s1029223522.html?search=1,I like it..the material is good.,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-5a-i105312024-s1029223522.html?search=1,Its ok fine not bad,3,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-5a-i105312024-s1029223522.html?search=1,Its good,4,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-5a-i105312024-s1029223522.html?search=1,it is small,5,0
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-5a-i105312024-s1029223522.html?search=1,nice,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-5a-i105312024-s1029223522.html?search=1,Nice,4,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-5a-i104964042-s1026504999.html?search=1,It was good. Its length was good for me but width alli thulo bhayo malai. Can i exchange with large size .i have got extralarge,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-half-jacket-kpj05912-5a-i104964042-s1026504999.html?search=1,fair to the price,4,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-3a-i108368102-s1029217689.html?search=1,"The product was good. However, even afterhaving a consultation with the seller, the size didn't fit me and I was about to return it. Fortunately, one of colleague liked the jacket and he took it",3,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-3a-i108368102-s1029217689.html?search=1,Great quality jacket... very light yet very warm... i totally recommend....,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-3a-i108368102-s1029217689.html?search=1,Please check while packing the products. I received the damaged piece.,2,0
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-3a-i108368102-s1029217689.html?search=1,Not really a winter jacket,3,0
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-3a-i108368102-s1029217689.html?search=1,nice jacket like it ,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-3a-i108368102-s1029217689.html?search=1,KTM CITY is the best.,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-3a-i108368102-s1029217689.html?search=1,Good ,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-3a-i108368102-s1029217689.html?search=1,nice,3,1
https://www.daraz.com.np/products/ktm-cty-men-fleece-jacket-kfj05772-8a-i103436496-s1024168033.html?search=1,Not good product. It is different than the ones shown in picture.,1,0
https://www.daraz.com.np/products/ktm-cty-men-fleece-jacket-kfj05772-8a-i103436496-s1024168033.html?search=1,Not good product at all,1,0
https://www.daraz.com.np/products/ktm-cty-men-fleece-jacket-kfj05772-8a-i103436496-s1024168033.html?search=1,Good,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-6a-i108396426-s1029698696.html?search=1,quality is good but xl size is little bit big,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-6a-i108396426-s1029698696.html?search=1,need to exchange with medium size. how to do that? though its a very thin material compared to previous I bought,5,0
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-6a-i108396426-s1029698696.html?search=1,nice thank you.,5,
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-6a-i108396426-s1029698696.html?search=1,not bad,3,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-6a-i108396426-s1029698696.html?search=1,Good,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-8a-i105276960-s1026974552.html?search=1,looks good. can go for it,5,1
https://www.daraz.com.np/products/ktm-cty-men-polyfiber-jacket-kpj05924-8a-i105276960-s1026974552.html?search=1,Damage product,1,0
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,"Nice for the price, would give it five stars if only color could be chosen.Still good deal",4,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Quality is OK. But colors are not as I ordered. Totally different colors. Does it looks black and white. Vry disappointed folks.,3,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Its really nice.  Satisfied.  ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Good for the price and also useful for full helmets while our normal mask are not .,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,It was quite okay but well that box deserves 5stars not the product tho  ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,"satisfied , simple but useful.. thanks",5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Quality is good. satisfied with it,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,I am happy with the Colour and quality . Thank you . ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Its too good,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Product is awesome and packging looks premium.,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Best quality as shown as packed received ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Quality is good and I love it.....,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,I like the product. ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Good for the price,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Extremely satisfied,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Its good.,4,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,like it ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,great product fully satisfied ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Its nice,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,"Out of the three, two are thick and one is thin. Its been about a week since I have used the thick one and it has exceeded my expectations. Completely blocks off the wind while riding on my motorbike. Good job KTM city.",5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,"Excellent product. The material is comfortable and very airy. If only we could select the color, it would have been a cherry on the icing.",5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Please have a fixed color set of gaiter you provide or give option to choose between them. Was expecting one of 3 would be black as in pic but reality was different.,4,0
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,I got my gaiter with nice packing but the one of piece is lower quality than the two other. Thank you anyways ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,its good with good material but it have no use in winter but its good for summer...,4,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Expected it to be thick but got thinner. Good for riders while wearing helmet.,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,really liked it with only downgrade being that you can't choose the colour.,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Useful for both Winter and summer due to its thin layer.Comfortable to use,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,it is good you wouldn't regret it comes in 3 different colour,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,this is good product as i know it will be good for summer ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Same as shown in the picture. Best quality feel free to buy. ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,I bought it in memory of Kakashi the copy Ninza but product is actually useful while riding bike in winter.,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Very good packaging and good quality product liked it ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,thinner than I had anticipated but does the job ,3,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Got what I expected. Good quality and useful ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Satisfied with the product!Go for it!,4,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,"Thank you, I got the right colors. ",5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,A bit thin but very useful for daily  ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,specify color before selling dummies,1,0
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,best for the price and best packing,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Nice product... Loved it... ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Realy good product. Thank you,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,It's good as shown in pic,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,not the length as expected,2,0
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Okay at this price range.,4,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,not good not bad,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Not so good as expected.,3,0
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,very handy for winter,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,I love those items...,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,nice product ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,good quality,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Quality is worst.,1,0
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Not as expected,2,0
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Nice product,4,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,loved it �,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Good one!!,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Worth it ,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Very nice,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,not bad,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Good ,4,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Good,5,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,nice,4,1
https://www.daraz.com.np/products/ktm-cty-unisex-neck-gaiter-kng200-i105026608-s1026632010.html?search=1,Fair,3,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,good,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,The product and finishing is apparently good.But not thick as expected to wear in the winter.Seems like summer jacket.,4,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,Finishing is good. Recommendable at this price.,4,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,I truly like the jacket . Quality  of the jacket  is also very good. Thank u daraz,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,light n warm nice jacket thank u daraz,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,Great deal it was. Thank you daraz and KTM CTY,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,warm and comfortable jacket...,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,good quality jacket..loved it,4,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,It's comfortable and light.,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-with-hoodie-kpj06913-8a-i105016886-s1026628809.html?search=1,Very nice. Love it,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,loved the jacket,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,fits very well product is  really good it is lightweight and warm suitable for outdoor,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,satisfied with this product.,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,wow Jacket is too light to carry on....loved it.thank you daraz,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,it's little big for me can u exchange,1,0
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,Liked the jacket,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,fits very well product is  really good it is lightweight and warm suitable for outdoor,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,satisfied with this product.,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,wow Jacket is too light to carry on....loved it.thank you daraz,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,it's little big for me can u exchange,1,0
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,Its very comfortable  and beutifull ,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,nice one but little bit tight.,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,Nice one...thanks daraz,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,nice product. thanks,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,great product ,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,Good product ,5,1
https://www.daraz.com.np/products/ktm-cty-women-polyfiber-jacket-without-hoodiekpj06915-8a-i105042368-s1026646065.html?search=1,Not bad,5,1
https://www.daraz.com.np/products/ktm-cty-women-fleece-thermal-set-kfts96742-5a-i108607869-s1029315841.html?search=1,worst quality can't write positive review only for Rs.200 voucher.,1,0
https://www.daraz.com.np/products/ktm-cty-women-fleece-thermal-set-kfts96742-5a-i108607869-s1029315841.html?search=1,Product is good but not so warm,3,1
https://www.daraz.com.np/products/ktm-cty-women-fleece-thermal-set-kfts96742-5a-i108607869-s1029315841.html?search=1,very soft warm and cozy. too good for the price.,5,1
https://www.daraz.com.np/products/ktm-cty-women-fleece-thermal-set-kfts96742-5a-i108607869-s1029315841.html?search=1,it's comfy and good according to price.,5,1
https://www.daraz.com.np/products/ktm-cty-women-fleece-thermal-set-kfts96742-5a-i108607869-s1029315841.html?search=1,"Its nice n warm, liked it!!",4,1
https://www.daraz.com.np/products/ktm-cty-women-fleece-thermal-set-kfts96742-5a-i108607869-s1029315841.html?search=1,loved the quality ,5,1
https://www.daraz.com.np/products/men-knitted-sandu-kks15969-5c-i106785112-s1028277835.html?search=1,I ordered different color but delivered different colored but quality is good,5,1
https://www.daraz.com.np/products/men-knitted-sandu-kks15969-5c-i106785112-s1028277835.html?search=1,more polyster. not good quality.,5,0
https://www.daraz.com.np/products/men-knitted-sandu-kks15969-5c-i106785112-s1028277835.html?search=1,excellent product,5,1
https://www.daraz.com.np/products/men-knitted-sandu-kks15969-5c-i106785112-s1028277835.html?search=1,High quality,5,1
https://www.daraz.com.np/products/ktmcty-women-fleece-thermal-set-kfts96742-8a-i103038704-s1023826382.html?search=1,Good and warm though it is not that thick,5,1
https://www.daraz.com.np/products/ktmcty-women-fleece-thermal-set-kfts96742-8a-i103038704-s1023826382.html?search=1,no fleece on the trouser,4,0
